Datetime,Tweet Id,Text,Username
2022-11-03 19:13:48+00:00,1588248095392821248,"VOTE Red Wave 2022 for Freedom and Democracy and Families!! 
#karilake #BlakeMasters #adamlaxal 
#Tiffanysmiley  #jdvance #leezeleden #tinaforte #TudorDixon #marcorubio
#chritinedrazden #MikeLee #laralevy 
And MORE….",Annemar28053720
2022-11-03 18:29:39+00:00,1588236984773795840,I’m the tip of the spear of the #redwave. I voted all #republican and not even a #Democrat for dog catcher. #OHSen #jdvance https://t.co/JvBFyvwKu1,JohnMeekins7
2022-11-03 18:06:10+00:00,1588231074143821824,#JDVance has my vote https://t.co/XRL1CLt9xR,ScorpioMrzFrog
2022-11-03 17:26:22+00:00,1588221055776133120,@wsmartin218 At least he didn't create a fake charity to rip off Ohioans and exploit the opioid crisis like #jdvance did.,JDVanceIsA_RINO
2022-11-03 17:17:18+00:00,1588218776679600129,"@JDVance1 See ya later In Brecksville @LexiZ4224 
#JDVance #Senate #OHSenate",Mickey4224
2022-11-03 17:08:56+00:00,1588216669607960579,Coming this Tuesday  🚀🚀🚀🚀 #TakeAmericaBack #GOP #RedWave #Election2022 #JDVance #NIO #StockMarket #401K #Vote #GoVote #StopSocialism https://t.co/tA1wYp1r7h,CMMAGIC
2022-11-03 16:35:35+00:00,1588208279024459779,Does @timryan think Ohio Republicans are stupid? The Republican Accountability PAC is run by Democrats. They know Blue Ryan is a yes for Biden. #lieingryan #taxingtim #ryanisademocrat #voteredohio #jdvance,JBrianJames1
2022-11-03 16:08:36+00:00,1588201485870845952,#jdvance is a grifter https://t.co/Z069j0ossF,JDVanceIsA_RINO
2022-11-03 15:50:07+00:00,1588196836048658432,@TimRyan This is why we need #JDVance,Tim98915209
2022-11-03 15:46:03+00:00,1588195813804724228,"@TimRyan is 100% swamp politician. Career politician for 13th district in Ohio, where we have lost all steel mills and automotive plants, while Ryan did NOTHING to help labor unions. #JDVance is the best choice. https://t.co/Wgn9mrt3ut",JWSemperFi1775
2022-11-03 15:30:44+00:00,1588191955959402497,@scovilleunits @dannyhakim @chevytothe_levy #JDVance owns part of Rumble. See NYT,jdf754
2022-11-03 15:28:03+00:00,1588191281322278912,#JDVance funds #RussianPropaganda #VoteRedToSaveAmerica2022 #OHsen https://t.co/KyimAnR8ty,jdf754
2022-11-03 15:02:32+00:00,1588184860656533510,"@TimRyan Timmy, you can give your concession speech now. #JDVance #OHSenate",RevFlash
2022-11-03 14:45:41+00:00,1588180620227710976,@TimRyan You lost me at the Fox Town Hall. You shared false information on January 6th and @JDVance1. Easily proven false. All you had to do was tell the truth. What a shame. #JDVance,DeeKizerSoze
2022-11-03 14:44:23+00:00,1588180293919608832,#JDVance is BAD for #Ohio https://t.co/tth7FsCXtV,joestaiano
2022-11-03 12:02:37+00:00,1588139584424222720,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed!,RonRonkmfa
2022-11-03 11:15:29+00:00,1588127723448410113,"#morningjoe #IGetIt!😒 @JoeNBC is an #EqualOpportunityTroller!🤡So, @TheDemocrats get a ""#LittleButters"", for #JDVance, then you throw #LittleStevie, #SteveRattner, #Professor, #GeekMcGeek, from #GeekTown, to #TrollDems who are #EasilyBaitedByCharts, obtuse, #AnnoyingCharts?😫👌🏻 https://t.co/psS8W2YEEs",jboogiebrown
2022-11-03 10:27:22+00:00,1588115614345961472,"#JDVance...
#StandsAgainstInfanticide https://t.co/0lkHUyHeFf",Headlines4You
2022-11-03 10:18:59+00:00,1588113503931564033,"@TimRyan You are right, like maybe someone who served in the US Marines not some lifelong politician. #lieingryan #tvtim #taxingtim #voteredohio #jdvance",JBrianJames1
2022-11-03 08:01:00+00:00,1588078779678613505,"Great ad. Best use of cute kid ever, with outtakes.

“In our family, I make breakfast. But since Biden took over, breakfast and everything else is much more expensive. Tim Ryan could have stopped this inflation which is killing the middle class.”
#JDVance  https://t.co/Mmy7lc0CnZ",bmarcois
2022-11-03 06:12:54+00:00,1588051576174039042,#JDVance https://t.co/dgZue9UdK4,2022is1776
2022-11-03 05:49:06+00:00,1588045584421847040,"@TimRyan He is none of those things, Tim, stop it!
#Vote for #JDVance and every other #Republican for a SAFER family &amp; community, and for lower #inflation, lower prices for food, gas, housing, cars, everything!",ShorecastMedia
2022-11-03 04:56:48+00:00,1588032423887253504,Join the team to elect Democrat #TimRyan! Send #JDVance back to the Swamp!  https://t.co/wbERPAypBZ,theAndiL
2022-11-03 04:11:28+00:00,1588021014738395136,#RETWEET if you want @TimRyan to be our next #OhioState #Ohio #Senator #Senate and not Hillbilly Orgy fake ass #Trump lover @JDVance1 @JDVancePress! #JDVance is a fraud! https://t.co/uIJ63LxcpN,bye_potus45
2022-11-03 04:01:23+00:00,1588018478086234115,"YO #OhioState U PROUD 2 SUPPORT CHARLATANS &amp; CONS/LIARS LIKE #TRUMP?WOW! TEACH UR KIDS 2 BE POS THEN! GET AFTER IT! OTHERWISE, VOTE 4 @TimRyan HE'S A TRUE MAN OF #God NOT A #CHARLATAN LIKE #JDVance @JDVance1 HE'S AN APPLE FROM THE ROTTEN @DonaldJTrumpJr TREE! VOTE BLUE 4 #AMERICA",James78863148
2022-11-03 03:27:28+00:00,1588009940714770433,U HAVE JUST A FEW DAYS 2 RECONCILE W #God &amp; REBUKE CHARLATANS LIKE #Trump &amp; #JDVANCE @JDVancePress @JDVance1 THIS IS WHAT U WANT 2 REPRESENT UR KIDS &amp; FUTURE? WOW! BETTER RETHINK THIS SHAT! HE'S A DENIER &amp; CON MAN LIAR JUST LIKE @DonaldJTrumpJr @FoxNews 2! SAVE #America VOTEBLUE,James78863148
2022-11-03 00:45:30+00:00,1587969181336698883,"Given half a chance, #JDVance would turn his back on and abandon #Ukraine and its freedom fighters. He's nothing but #PutinsPuppet.

#OHSen #Election2022 
#richlandrocks #ShelbyShines
#VoteBlueToSaveDemocracy https://t.co/qz1h2FKcTq",garlandgates
2022-11-03 00:40:45+00:00,1587967983846133760,#JDVance belongs nowhere near the U.S. Senate. We have the power to stop him. Pick a volunteer event and help me flip Ohio blue! https://t.co/nExwlZNu66 #OHsen #OHgov #OHpol #VoteBlueForSoManyReasons #Election2022,garlandgates
2022-11-03 00:38:31+00:00,1587967423801614336,#JDVance belongs nowhere near the U.S. Senate. We have the power to stop him. Pick a volunteer event and help us flip Ohio blue! https://t.co/sap428dwrh #OHSen #OHGov #Election2022 #VoteBlueForDemocracy,Richland_Dems
2022-11-03 00:17:10+00:00,1587962050558443522,"#JDVance Indian American wife yet, just selfish political gains 
https://t.co/MEhXZkfmQI",Tombaan66
2022-11-02 23:54:55+00:00,1587956453188444160,@DispatchAlerts Irresponsible statement by a so called journalist intimating since a majority Ohio’s population are female they support abortion. Your job is to report news not be a propaganda arm of the Far left genocidal cult! #columbus #propaganda #JDVance #OhioGOP #fakenews,WhyTheTruth8989
2022-11-02 23:54:29+00:00,1587956343440293889,#JDVance https://t.co/1KMboTgOH4,MimsInNE
2022-11-02 23:40:00+00:00,1587952699122671616,Usha Vance can fuck all the way off. #JDVance https://t.co/BwVAjYErqU,lawgrade
2022-11-02 23:36:23+00:00,1587951787662770178,@RepTimRyan @RepDaveJoyce Lying lying communist Tim Ryan! Vote this loser out! #JDVance #saveOhio from corrupt Tim Ryan,FreedomMom1965
2022-11-02 23:19:03+00:00,1587947424730980355,This is how shitty this country is…..people are actually going to vote for #HerschelWalker #JDVance and #DrOz . How damn embarrassing,AuntB0924
2022-11-02 23:02:49+00:00,1587943338665472000,"Best political Ad/Dad evar!
#JDVance https://t.co/kgFruhpwYl",Lordremo
2022-11-02 22:16:33+00:00,1587931697940951040,"@beyerstein @bettycrackerfl @Johngcole @aravosis FFS, a bad #movie 🎥 review is why #JDVance got into #Politics 🙄🤦 https://t.co/Glf9AGGw5L",ghostcatbce
2022-11-02 21:39:48+00:00,1587922448678146049,#TedCruz #Dancrenshaw Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters “Choosing 2nd Amendment over 2nd Graders”#RonDeSantis #MarcoRubio #MayraFlores Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Uvalde School Massacre Cover Up #ChipRoy #DeadlineWH https://t.co/jWHWNhfnwl,celebritykdawg5
2022-11-02 21:37:24+00:00,1587921845554401280,#TedCruz #Dancrenshaw Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters “Choosing 2nd Amendment over 2nd Graders”#RonDeSantis #MarcoRubio #MayraFlores Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Uvalde School Massacre Cover Up #ChipRoy #DeadlineWH https://t.co/2rVHYNYxYS,celebritykdawg5
2022-11-02 21:37:02+00:00,1587921750565609473,#TedCruz #Dancrenshaw Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters “Choosing 2nd Amendment over 2nd Graders”#RonDeSantis #MarcoRubio #MayraFlores Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Uvalde School Massacre Cover Up #ChipRoy #DeadlineWH https://t.co/RbQ2K2Czeb,celebritykdawg5
2022-11-02 21:14:22+00:00,1587916045834080256,#MAGA “Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis #MarcoRubio GOP Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Targets Women &amp; Gay Marriages #ChipRoy #CNN #DeadlineWH #Dancrenshaw Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters https://t.co/CJpGueFPxy,celebritykdawg5
2022-11-02 21:12:02+00:00,1587915460531687424,#MAGA “Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis #MarcoRubio GOP Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Targets Women &amp; Gay Marriages #ChipRoy #CNN #DeadlineWH #Dancrenshaw Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters https://t.co/x5ciaiUIHC,celebritykdawg5
2022-11-02 21:11:44+00:00,1587915386128777216,#MAGA “Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis #MarcoRubio GOP Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Targets Women &amp; Gay Marriages #ChipRoy #CNN #DeadlineWH #Dancrenshaw Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters https://t.co/QifJder4dh,celebritykdawg5
2022-11-02 21:11:38+00:00,1587915361428594688,"@SaysSimonson @TimRyan Russia Today can grab content from many sources. They've been known to interview people while being obtuse about their identity. The fact is that Tim Ryan has ZERO dollars invested in platforms that promote Russian propaganda, while JD Vance is a political pigpen. #JDVance https://t.co/BtdNtCYsKQ",_garykline
2022-11-02 20:46:24+00:00,1587909011298340865,"@TimRyan Yeah, you can't keep bending Ohioans over and keep screwing us with your bff's Nancy and Joe!!
#VoteRedToSaveAmerica2022 
#JDVance",J465b2
2022-11-02 20:38:22+00:00,1587906987035136001,Remember #JDVance is an asskisser but don’t forget he’s also a complete #cuck for Big Daddy #Trump https://t.co/YiR9ll8jgt,RonPKroll1
2022-11-02 20:27:05+00:00,1587904150263799810,"@TimRyan You agree with Nancy and Joe 100% Tim. Don't care about your marriage. Stop trying to destroy Ohio and our country. That's what I want 100% to agree on!!
#VoteRedToSaveAmerica2022 
#JDVance",J465b2
2022-11-02 20:22:44+00:00,1587903052345970691,@OHIO #VoteRed2022 #JDVance https://t.co/ZbtYnNc7mr,VoteMAGA2024
2022-11-02 20:22:04+00:00,1587902885014241282,#OHIO #VoteRed #JDVance https://t.co/YI9FNDb8fv,VoteMAGA2024
2022-11-02 20:16:48+00:00,1587901561547927552,"#Ohio #TimRyan #JDVance

https://t.co/EmzYkCW8LS",ItalianMAGA2022
2022-11-02 20:15:48+00:00,1587901307628957696,#DeadlineWH Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis #MarcoRubio GOP Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Targets Women &amp; Gay Marriages #MajorieTaylorGreene https://t.co/9a7BavUTdH,celebritykdawg5
2022-11-02 20:15:23+00:00,1587901205585567747,#DeadlineWH Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis #MarcoRubio GOP Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Targets Women &amp; Gay Marriages #MajorieTaylorGreene https://t.co/QcjKAvfpwn,celebritykdawg5
2022-11-02 20:14:31+00:00,1587900986819051520,#DeadlineWH Retire Greg Abbott &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis #MarcoRubio GOP Ending Social Security &amp; Medicare #JimJordan #JDVance #KariLake Targets Women &amp; Gay Marriages #MajorieTaylorGreene https://t.co/piVQnWWIvq,celebritykdawg5
2022-11-02 20:13:37+00:00,1587900760183828480,"@TimRyan Largest government overreach currently is the war on oil and it's costing Ohioans their livelihoods right now Tim!! Absolute no votes for Nancy and Joe's 🤡!!
#VoteRedToSaveAmerica2022 
#JDVance",J465b2
2022-11-02 20:06:25+00:00,1587898948853059590,"On a scale of ""too angry to laugh"" to ""ab-ache laughter,"" how hilarious is the JD Vance ad where he pretends to have a kid? And in someone else's KITCHEN?!?

@TimRyan @nanwhaley @OHDems @TheDemocrats @CuyahogaDems @CleWard3Dems #JDVance #JDVanceIsaFraud #VoteBlue #TimRyan",paulakampf
2022-11-02 20:05:53+00:00,1587898812643016704,"""It has been a while—maybe not since Barack Obama’s battles with Mitt Romney, a decade ago—since the Democrat could... play the jock in a political standoff &amp; the Republican the nerd.""
#JDVance #Ohio
https://t.co/Eg41kUuXKM",SpkrHugger
2022-11-02 19:57:53+00:00,1587896798869622784,@JDVance1 #JDVance will be the next US senator for Ohio!!! Vote!!!,seamoretruth
2022-11-02 19:56:00+00:00,1587896327806992384,"Hey Ohio... If you have not heard this coming from JD Vance you should.  Dude might be what you call a RINO

https://t.co/qjIlKhWirK

#OhioGOP #TimRyan #JDVance #Election2022",dNstreeeet
2022-11-02 19:45:22+00:00,1587893651950243840,This should be the nail in the coffin for this nitwit. #JDVance for the win! https://t.co/8SdHyHVhNM,Hairball911
2022-11-02 19:45:14+00:00,1587893617061789696,@wsmartin218 Glad i get to vote against him. #JDVance,Madison6998
2022-11-02 19:35:57+00:00,1587891279186333696,"I don't endorse political candidates (and I'm not even an Ohio voter) but #HillbillyElegy by #JDVance was a fantastic memoir. I come from somewhat similar roots and can recognize the social pathologies he described. 

@JDVance1",mrglenn
2022-11-02 18:50:25+00:00,1587879823539683328,WTH 🤦‍♀️ #TimRyan #JDVance #DemocratsAreTheProblem #ILLEGALimmigrants #genderreassignment https://t.co/rfa6TPE2RK,jetf23
2022-11-02 18:00:18+00:00,1587867208151187456,"For the benefit of #JDVance &amp; his billionaire funder #PeterThiel #BlameCanada by @SouthPark

I suggest Prince JD build a wall of @TimHortons donuts around his house.

https://t.co/hlsnir3cvn",laurenskahn
2022-11-02 17:55:55+00:00,1587866106114498561,@TimRyan #JDVance is undisputedly the best Man for the job of Governor,Tim98915209
2022-11-02 17:35:31+00:00,1587860971686866946,@LEBassett They won’t win. Neither of them. Not one. All of them will lose. Each one of them. The three of them #DrOz #JDVance #HerschelWalker. They will all lose!,elledudleydunn
2022-11-02 17:27:15+00:00,1587858892020662273,"I bet Tim Ryan won't be invited back on Fox News after his statement calling out Jan 6th insurrectionist, Pelosi attack, and J.D. Vance fundraising for the coup.
@foxnews #foxnews #jdvance #Jan6th #Pelosi #PelosiAssassinationAttempt #democracy. #TimRyan https://t.co/KYrrdeJRAd",jimzab
2022-11-02 16:56:56+00:00,1587851260677480451,Nailed It. On #Fox !  #TedCruz #JDVance Check out Claudio Vallejo's video! #TikTok https://t.co/coQwnEDgvt,lsalander13
2022-11-02 16:50:19+00:00,1587849598504148993,"Sure #JDVance is empty suit opportunist oligarch worshiper but don’t forget he’s also craven 

#TimRyan 
#VoteBlueForDemocracy",RonPKroll1
2022-11-02 16:35:09+00:00,1587845780693557252,@AccountableGOP @DefeatJDVance Breaking News #JDVance owns part of #Rumble the #Russian Propaganda Media platform.,jdf754
2022-11-02 16:34:03+00:00,1587845503600975872,@dchase @DefeatJDVance @JDVance1 I am very concerned that #JDVance owns part of #Rumble the #Russian Propaganda Media platform.,jdf754
2022-11-02 16:30:43+00:00,1587844666371760132,@JuliaDavisNews @yarkot JDVANCE owns part of the Russian Propaganda Media platform Rumble. #JDVance is a traitor.,jdf754
2022-11-02 16:19:03+00:00,1587841728400211968,@0liviajulianna @Meidas_Jasmine @TimRyan Fact #JDVance is part owner of #Rumble a Russian Media platform to spread propaganda.,jdf754
2022-11-02 16:16:53+00:00,1587841185086730240,"How comical is this...
Liz Cheney endorses Democrat Tim Ryan over #Republican #JDVance

#votejdvance #VoteRedToSaveAmerica2022 #VoteRed",I_Am_9605
2022-11-02 16:13:24+00:00,1587840308448006147,🚩🚩🚩#JDVance #Traitor https://t.co/HHwMovr6gV,jdf754
2022-11-02 16:12:25+00:00,1587840059469881344,#JDVance invests in #RussianPropaganda #traitor https://t.co/HHwMovr6gV,jdf754
2022-11-02 15:56:04+00:00,1587835946397061126,"Interesting read.
#JDVance 
Is wifey 'holding him up?' I heard a saying once that behind every good man is a good woman doing the work of Atlas. Or Hercules was it? 🙃 https://t.co/3bZzx3SX7B",SpkrHugger
2022-11-02 15:49:33+00:00,1587834306923151360,"#RickScott is not some #GOP back bencher

He's responsible for electing

#JDVance
#HerschelWalker
#DrOz
#BlakeMasters
#DonBolduc

If they win

All that money you put into #SocialSecurity your whole life... 

Kiss it goodbye #Arizona #wednesdaythought #MAGAFascists https://t.co/R9hLJ3nxM7",TiknisArts
2022-11-02 15:49:17+00:00,1587834239856398337,"He isn't wrong, though there's an entire list imho.
#JDVance https://t.co/xU2lgRHEKi",SpkrHugger
2022-11-02 15:46:19+00:00,1587833492058083330,@atrupar Ryan's a chameleon that pretends to be the friend to middle/working class people in #Ohio then is a reliable vote with the Dems in DC. What has he done against the unfair trade deals &amp; illegal immigration? #JDVance,marc_v27
2022-11-02 15:17:52+00:00,1587826332670447616,@kylegriffin1 Another reason to vote for JD Vance #JDVance #Ohio,KAS_SB
2022-11-02 15:12:51+00:00,1587825067601412096,"@thehill The only reason we know Liz Cheney's name is her daddy. Now, the Trump haters who gave her everything are asking for payback. #LizCheney #Trump2024 #JDVance",RB4444
2022-11-02 14:56:38+00:00,1587820986174414855,The Red Wave…VOTE RED TO SAVE AMERICA!  #trump #LeeZeldin #KariLake #tudordixon #JDVance #HerschelWalker #DrOz #BlakeMasters #Republicans #joepinion https://t.co/HVF0j5ky8x,harrisfrank822
2022-11-02 14:39:37+00:00,1587816707527057408,"“The Lord is my shepherd, I lack nothing.” Psalm 23 even if the general public vote democrat #Republican #pleasevote #votered #jdvance #nomorecashlessbail #protectourboarder #ProtectOurSocialSecurity #iwishmymanwashome",StephCrownsYou
2022-11-02 14:35:19+00:00,1587815624398757890,"‘Ukraine’s very survival is at stake’: How Ukrainian-Americans could influence US #midterms 

e.g. Ohio #Republican #Senate candidate, #JDVance said ""I don't really care what happens to #Ukraine..""

We must contain #Putin. Pls Vote to support Ukraine

https://t.co/vJDBosoazG",BigGreenBlog
2022-11-02 14:10:35+00:00,1587809400164683777,#JDVance is a fraud! Vote for democracy! Vote for honest people who value being of service! #OhioTownHall https://t.co/UlSJAUWnOi,Gina40443947
2022-11-02 14:08:04+00:00,1587808765142859776,"From Yale to Newsmax, Usha Vance Has Helped J.D. Vance Chart His Path https://t.co/o1do88zmMk 

#JDVance #Ohio",Local_Beat_News
2022-11-02 14:05:42+00:00,1587808168230326273,"Between now &amp; November 8th, voters can deny the rise of fascism in the US by voting FOR Democrats &amp; against 350+ election deniers on the ballot.  Kudos to #LizCheney 4 putting country ahead of party and trying to save democracy by endorsing people like #TimRyan over #JDVance.",wayneradcliffe
2022-11-02 13:42:24+00:00,1587802308225662978,#JDVance Caught Lying Again https://t.co/nSkbxuak9Z,jdf754
2022-11-02 13:39:52+00:00,1587801667617128449,"THANK YOU LIZ! 
GO JD!!!
#JDVance #OhioTownHall #ohio #Election2022 #trumpRally #Trump  #ElectionDay #ElectionNight #CHENEY #LizCheney https://t.co/aXudMGNT7E",Artguy009
2022-11-02 13:32:54+00:00,1587799914150518784,@TimRyan You mean he raised money for the political prisoners being held in solitary confinement for a misdemeanor? I'll be voting for #JDVance,UhOhJohn
2022-11-02 13:29:37+00:00,1587799089340637186,"#OHIO Repubs: you really want to vote for #JDVance who mused that #Trump is ""America's Hitler?"" #VoteTimRyan #VoteBlueIn2022 #VoteBlueToProtectYourRights #VoteBlueToSaveDemocracy @TimRyan https://t.co/BoYyo0eRQy",grtamericanovel
2022-11-02 13:25:55+00:00,1587798160059113473,So #TimRyan voted you into this mess voting with Biden and Pelosi 100% of the time but wants you to believe he’s not that person. I’m voting #JDVance,Lovin_the_life4
2022-11-02 13:20:35+00:00,1587796814308048896,"#LizCheney is a Trans-Dem,  she just hasn't fully transitioned.

@RubinReport @Gutfeldfox @JesseBWatters @RobSchneider #Midterms2022 #JDVance #TimRyan",JonnySunshine7
2022-11-02 13:14:38+00:00,1587795320888492033,Retire Lauren Boebert &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis Ending Social Security &amp; Medicare #JimJordan #JDVance #Morningjoe Kari Lake Targets Women &amp; Gay Marriages #MarcoRubio #MajorieTaylorGreene https://t.co/0evem5I1mT,celebritykdawg5
2022-11-02 13:14:19+00:00,1587795238323617794,Retire Lauren Boebert &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis Ending Social Security &amp; Medicare #JimJordan #JDVance #Morningjoe Kari Lake Targets Women &amp; Gay Marriages #MarcoRubio #MajorieTaylorGreene https://t.co/E7oumEjVL9,celebritykdawg5
2022-11-02 13:07:00+00:00,1587793399389773825,"#Republican #JDVance and #Democrat #TimRyan each vowed to be strong advocates for #Ohio if elected to the #USSenate seat during a Fox News #TownHallMeeting in which the two candidates spoke in separate appearances.
https://t.co/wKhwfX0AOs",TribToday
2022-11-02 12:40:45+00:00,1587786793524625413,"#morningjoe #IWishIKnewHowToQuitYou, #LittleJoey, @JoeNBC!😂😍 #MakingMeGiggle every time you call #JDVance “#LittleButters!”🤣🧈🥞🍿👐🏼🤣🤣🤣 https://t.co/i1ixHc8ncB",jboogiebrown
2022-11-02 12:35:11+00:00,1587785391058423811,"#PeterThiel, for example, is his huge backer. #JDVance will support his every whim if elected. https://t.co/jMa9ftd6b2",laurenskahn
2022-11-02 12:35:10+00:00,1587785386390061058,#Ohio #AdVance #JDVance to #USSenate. @JDVance1 #AdvanceJDVance #AdvanceVance! #UltraMAGA endorsed! #UltraMAGAEndorsed!,RonRonkmfa
2022-11-02 12:09:34+00:00,1587778943750352896,"@PaulaChertok @JLU513062 I noticed that JD makes no mention of this ""illegal immigrant"" being a QAnon follower. #JDVance",vince_gattuso
2022-11-02 12:05:27+00:00,1587777907144925184,Hey chins @GOPChairwoman you lying trash.  #jdvance is hated in Ohio https://t.co/lMGbeYVupX,HOWS00NISN0W
2022-11-02 12:04:49+00:00,1587777748260585474,@greg_price11 Ohio it has never been more important to vote for #JDVance for #OHSen,seamoretruth
2022-11-02 11:47:08+00:00,1587773299181887491,"An 82 year old grandfather had his skull cracked by a radicalized conspiracy theorist who was actually coming to kill his wife, and you're really gonna ""yeah, but"" this??? 😐

Nancy Pelosi showed more class when Scalise was shot.

#MAGAShame
#JDVance 
#TrumpJR",DonnyShort4
2022-11-02 11:39:03+00:00,1587771264923582464,#RonJohnson #RonDeSantis Ending Social Security &amp; Medicare #JimJordan #JDVance #Morningjoe Kari Lake Targets Women &amp; Gay Marriages #MarcoRubio #MajorieTaylorGreene Retire Lauren Boebert &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders” https://t.co/S3amdrDLie,celebritykdawg5
2022-11-02 11:36:40+00:00,1587770666018897920,#RonJohnson #RonDeSantis Ending Social Security &amp; Medicare #JimJordan #JDVance #Morningjoe Kari Lake Targets Women &amp; Gay Marriages #MarcoRubio #MajorieTaylorGreene Retire Lauren Boebert &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders” https://t.co/kwp5c1eRlR,celebritykdawg5
2022-11-02 11:35:57+00:00,1587770484875304961,#RonJohnson #RonDeSantis Ending Social Security &amp; Medicare #JimJordan #JDVance #Morningjoe Kari Lake Targets Women &amp; Gay Marriages #MarcoRubio #MajorieTaylorGreene Retire Lauren Boebert &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Always Choosing 2nd Amendment over 2nd Graders” https://t.co/7yvLJThpdG,celebritykdawg5
2022-11-02 11:29:00+00:00,1587768735326142467,#Arizona Kari Lake #MarcoRubio #MajorieTaylorGreene Retire Lauren Boebert &amp; Mike Lee #DougMastriano #BlakeMasters #MAGA “Choosing 2nd Amendment over 2nd Graders”#RonJohnson #RonDeSantis End Social Security &amp; Medicare #JimJordan #JDVance #Morningjoe Targets Women &amp; Gay Marriages https://t.co/nhN2loCOzE,celebritykdawg5
